76, 92, 77, 92
77, 92, 78, 93
78, 93, 79, 93
79, 93, 83, 97
83, 97, 82, 98
82, 98, 83, 97
83, 97, 86, 100
86, 100, 85, 99
85, 99, 85, 98
85, 98, 80, 93
80, 93, 79, 93
79, 93, 78, 92
70, 92, 70, 93
70, 93, 71, 93
58, 92, 58, 96
58, 96, 59, 97
59, 97, 59, 98
59, 98, 61, 98
61, 98, 61, 95
61, 95, 60, 94
60, 94, 60, 92
115, 90, 113, 90
113, 90, 112, 91
112, 91, 110, 91
110, 91, 109, 92
109, 92, 108, 92
108, 92, 106, 94
106, 94, 105, 94
105, 94, 104, 95
104, 95, 103, 95
103, 95, 99, 99
99, 99, 99, 100
99, 100, 96, 103
96, 103, 95, 103
95, 103, 94, 102
94, 102, 94, 98
94, 98, 95, 97
95, 97, 95, 95
95, 95, 95, 97
95, 97, 94, 98
94, 98, 94, 102
94, 102, 91, 104
91, 104, 88, 102
88, 102, 91, 104
91, 104, 92, 103
92, 103, 93, 103
93, 103, 94, 104
94, 104, 95, 103
95, 103, 96, 103
96, 103, 104, 95
104, 95, 105, 95
105, 95, 107, 93
107, 93, 108, 93
108, 93, 109, 92
109, 92, 110, 92
110, 92, 111, 93
111, 93, 110, 94
110, 94, 111, 93
111, 93, 110, 92
110, 92, 111, 91
111, 91, 112, 91
112, 91, 113, 92
113, 92, 115, 92
124, 85, 122, 87
122, 87, 123, 88
123, 88, 123, 91
123, 91, 124, 91
124, 91, 125, 92
125, 92, 125, 87
125, 87, 124, 86
81, 85, 81, 86
81, 86, 82, 87
82, 87, 83, 87
83, 87, 85, 89
85, 89, 85, 90
85, 90, 86, 91
86, 91, 87, 91
87, 91, 89, 93
89, 93, 89, 94
89, 94, 89, 92
89, 92, 88, 91
88, 91, 87, 91
87, 91, 85, 89
85, 89, 85, 88
85, 88, 84, 88
84, 88, 83, 87
83, 87, 82, 87
82, 87, 81, 86
64, 87, 64, 90
64, 90, 65, 91
65, 91, 65, 95
65, 95, 64, 96
64, 96, 64, 99
64, 99, 65, 100
65, 100, 65, 101
65, 101, 64, 102
64, 102, 62, 100
62, 100, 62, 101
62, 101, 64, 103
64, 103, 64, 104
64, 104, 66, 107
66, 107, 66, 109
66, 109, 67, 110
67, 110, 68, 110
68, 110, 71, 112
71, 112, 73, 112
73, 112, 74, 113
74, 113, 75, 112
75, 112, 76, 113
76, 113, 78, 113
78, 113, 79, 114
79, 114, 87, 114
87, 114, 88, 113
88, 113, 89, 114
89, 114, 94, 114
94, 114, 95, 113
95, 113, 99, 113
99, 113, 100, 112
100, 112, 101, 113
101, 113, 102, 113
102, 113, 103, 112
103, 112, 106, 112
106, 112, 107, 111
107, 111, 108, 112
108, 112, 109, 111
109, 111, 111, 111
111, 111, 112, 110
112, 110, 114, 110
114, 110, 115, 109
115, 109, 116, 110
116, 110, 118, 108
118, 108, 119, 108
119, 108, 121, 106
121, 106, 121, 105
121, 105, 122, 104
122, 104, 122, 101
122, 101, 123, 100
123, 100, 122, 99
122, 99, 122, 96
122, 96, 120, 96
120, 96, 120, 98
120, 98, 120, 97
120, 97, 121, 96
121, 96, 122, 97
122, 97, 122, 99
122, 99, 123, 100
123, 100, 122, 101
122, 101, 122, 104
122, 104, 117, 109
117, 109, 114, 109
114, 109, 113, 110
113, 110, 112, 110
112, 110, 111, 111
111, 111, 109, 111
109, 111, 108, 112
108, 112, 107, 111
107, 111, 106, 112
106, 112, 103, 112
103, 112, 102, 113
102, 113, 101, 113
101, 113, 100, 112
100, 112, 99, 113
99, 113, 95, 113
95, 113, 94, 114
94, 114, 89, 114
89, 114, 88, 113
88, 113, 87, 114
87, 114, 79, 114
79, 114, 78, 113
78, 113, 76, 113
76, 113, 75, 112
75, 112, 76, 111
76, 111, 74, 113
74, 113, 73, 112
73, 112, 71, 112
71, 112, 69, 110
69, 110, 68, 110
68, 110, 66, 108
66, 108, 66, 107
66, 107, 64, 104
64, 104, 64, 102
64, 102, 65, 101
65, 101, 66, 102
66, 102, 66, 103
66, 103, 66, 102
66, 102, 64, 99
64, 99, 64, 96
64, 96, 67, 94
67, 94, 67, 92
67, 92, 68, 91
68, 91, 68, 89
68, 89, 67, 88
67, 88, 67, 84
67, 84, 69, 82
69, 82, 67, 84
67, 84, 67, 88
67, 88, 68, 89
68, 89, 67, 90
67, 90, 68, 91
68, 91, 67, 92
67, 92, 67, 94
67, 94, 66, 95
66, 95, 65, 94
65, 94, 65, 90
65, 90, 64, 89
64, 89, 65, 88
65, 88, 65, 87
106, 81, 107, 81
122, 78, 122, 79
122, 79, 120, 81
120, 81, 119, 81
119, 81, 119, 85
119, 85, 120, 86
120, 86, 119, 87
119, 87, 117, 87
117, 87, 117, 89
117, 89, 118, 89
118, 89, 119, 90
119, 90, 119, 87
119, 87, 120, 86
120, 86, 119, 85
119, 85, 119, 84
119, 84, 120, 83
120, 83, 121, 84
121, 84, 121, 80
121, 80, 122, 79
122, 75, 122, 76
70, 74, 69, 74
69, 74, 70, 75
70, 75, 66, 79
66, 79, 67, 79
67, 79, 70, 76
70, 76, 72, 78
72, 78, 72, 79
72, 79, 71, 80
71, 80, 72, 81
72, 81, 72, 82
72, 82, 69, 85
69, 85, 69, 86
69, 86, 71, 84
71, 84, 71, 83
71, 83, 72, 82
72, 82, 73, 82
73, 82, 73, 81
73, 81, 72, 80
72, 80, 72, 77
72, 77, 70, 75
57, 73, 56, 74
56, 74, 55, 74
55, 74, 55, 75
55, 75, 57, 73
57, 73, 59, 73
59, 73, 60, 74
60, 74, 57, 76
57, 76, 58, 76
58, 76, 59, 77
59, 77, 58, 78
58, 78, 57, 78
57, 78, 58, 78
58, 78, 59, 79
59, 79, 59, 80
59, 80, 61, 82
61, 82, 60, 83
60, 83, 60, 90
60, 90, 60, 83
60, 83, 61, 82
61, 82, 62, 83
62, 83, 62, 84
62, 84, 62, 83
62, 83, 61, 82
61, 82, 61, 81
61, 81, 60, 81
60, 81, 59, 80
59, 80, 59, 79
59, 79, 60, 78
60, 78, 61, 78
61, 78, 61, 76
61, 76, 62, 75
62, 75, 59, 73
109, 71, 108, 72
108, 72, 109, 73
109, 73, 109, 74
109, 74, 111, 77
111, 77, 112, 76
112, 76, 111, 76
111, 76, 110, 75
110, 75, 110, 74
110, 74, 108, 72
52, 71, 52, 77
52, 77, 53, 78
53, 78, 53, 80
53, 80, 58, 85
58, 85, 58, 84
58, 84, 53, 79
53, 79, 53, 78
53, 78, 52, 77
122, 70, 122, 71
122, 71, 121, 72
121, 72, 121, 73
121, 73, 122, 72
122, 72, 123, 72
123, 72, 124, 73
124, 73, 125, 72
125, 72, 126, 73
126, 73, 126, 74
126, 74, 124, 76
124, 76, 125, 76
125, 76, 126, 75
126, 75, 126, 72
126, 72, 125, 72
125, 72, 124, 71
124, 71, 124, 70
111, 70, 111, 71
111, 71, 114, 74
114, 74, 114, 73
98, 69, 97, 70
97, 70, 97, 71
97, 71, 98, 71
98, 71, 97, 70
89, 67, 89, 68
122, 65, 122, 67
122, 67, 122, 66
122, 66, 123, 65
123, 65, 125, 67
125, 67, 125, 68
125, 68, 126, 68
126, 68, 127, 69
127, 69, 126, 70
126, 70, 127, 70
127, 70, 127, 68
127, 68, 126, 68
126, 68, 124, 66
124, 66, 124, 65
58, 65, 55, 65
55, 65, 54, 66
54, 66, 54, 69
54, 69, 55, 70
55, 70, 54, 71
54, 71, 55, 70
55, 70, 57, 70
57, 70, 57, 68
57, 68, 58, 67
58, 67, 57, 67
57, 67, 57, 69
57, 69, 56, 70
56, 70, 55, 70
55, 70, 54, 69
54, 69, 55, 68
55, 68, 54, 67
54, 67, 56, 65
62, 64, 62, 66
62, 66, 61, 67
61, 67, 62, 67
62, 67, 63, 68
63, 68, 61, 71
61, 71, 60, 70
60, 70, 60, 69
60, 69, 60, 70
60, 70, 61, 71
61, 71, 62, 71
62, 71, 62, 69
62, 69, 63, 68
63, 68, 63, 67
63, 67, 62, 66
125, 63, 126, 64
91, 62, 91, 71
123, 61, 123, 62
123, 62, 122, 63
122, 63, 121, 62
121, 62, 121, 61
121, 61, 121, 62
121, 62, 122, 63
122, 63, 123, 62
97, 61, 97, 64
97, 64, 98, 64
98, 64, 97, 63
87, 57, 86, 58
86, 58, 86, 67
86, 67, 85, 68
85, 68, 87, 70
87, 70, 87, 71
87, 71, 89, 73
89, 73, 89, 74
89, 74, 90, 75
90, 75, 96, 75
96, 75, 96, 74
96, 74, 95, 73
95, 73, 95, 60
95, 60, 95, 73
95, 73, 96, 74
96, 74, 95, 75
95, 75, 90, 75
90, 75, 89, 74
89, 74, 89, 72
89, 72, 87, 70
87, 70, 87, 69
87, 69, 86, 68
86, 68, 86, 60
86, 60, 87, 59
87, 59, 89, 59
89, 59, 89, 57
100, 57, 101, 57
101, 57, 102, 58
102, 58, 102, 59
102, 59, 103, 58
103, 58, 104, 59
104, 59, 104, 60
104, 60, 105, 61
105, 61, 104, 62
104, 62, 104, 64
104, 64, 105, 65
105, 65, 106, 65
106, 65, 107, 66
107, 66, 109, 66
109, 66, 112, 63
112, 63, 109, 61
109, 61, 110, 60
110, 60, 109, 60
109, 60, 109, 61
109, 61, 111, 63
111, 63, 108, 66
108, 66, 107, 66
107, 66, 104, 63
104, 63, 104, 62
104, 62, 105, 61
105, 61, 104, 60
104, 60, 104, 59
104, 59, 107, 57
107, 57, 110, 57
110, 57, 115, 62
115, 62, 115, 64
115, 64, 113, 66
113, 66, 112, 66
112, 66, 111, 67
111, 67, 112, 66
112, 66, 113, 67
113, 67, 115, 65
115, 65, 115, 62
115, 62, 113, 60
113, 60, 113, 59
113, 59, 110, 56
110, 56, 109, 57
109, 57, 106, 57
106, 57, 105, 58
105, 58, 102, 58
102, 58, 101, 57
70, 61, 70, 62
70, 62, 71, 63
71, 63, 71, 66
71, 66, 72, 67
72, 67, 72, 66
72, 66, 71, 65
71, 65, 71, 63
71, 63, 70, 62
70, 62, 70, 61
70, 61, 72, 59
72, 59, 73, 60
73, 60, 73, 64
73, 64, 75, 67
75, 67, 78, 67
78, 67, 81, 65
81, 65, 82, 66
82, 66, 83, 66
83, 66, 83, 65
83, 65, 82, 66
82, 66, 81, 65
81, 65, 81, 64
81, 64, 82, 63
82, 63, 83, 63
83, 63, 83, 60
83, 60, 80, 57
80, 57, 79, 57
79, 57, 78, 56
78, 56, 76, 56
76, 56, 78, 56
78, 56, 79, 57
79, 57, 80, 57
80, 57, 81, 58
81, 58, 81, 59
81, 59, 83, 61
83, 61, 83, 62
83, 62, 82, 63
82, 63, 81, 63
81, 63, 80, 62
80, 62, 80, 61
80, 61, 79, 60
79, 60, 79, 59
79, 59, 77, 59
77, 59, 76, 58
76, 58, 75, 59
75, 59, 74, 58
74, 58, 73, 58
73, 58, 72, 59
72, 59, 71, 59
71, 59, 71, 60
59, 63, 60, 62
60, 62, 60, 61
60, 61, 61, 60
61, 60, 61, 59
61, 59, 64, 56
64, 56, 65, 56
65, 56, 68, 53
68, 53, 70, 53
70, 53, 71, 52
71, 52, 73, 52
73, 52, 74, 51
74, 51, 75, 51
75, 51, 76, 52
76, 52, 77, 51
77, 51, 78, 52
78, 52, 83, 52
83, 52, 86, 54
86, 54, 85, 55
85, 55, 85, 56
85, 56, 85, 55
85, 55, 86, 54
86, 54, 97, 54
97, 54, 98, 55
98, 55, 97, 56
97, 56, 97, 58
97, 58, 100, 61
100, 61, 100, 66
100, 66, 99, 67
99, 67, 100, 68
100, 68, 101, 68
101, 68, 102, 69
102, 69, 102, 70
102, 70, 100, 72
100, 72, 100, 73
100, 73, 99, 74
99, 74, 99, 75
99, 75, 98, 76
98, 76, 98, 77
98, 77, 97, 78
97, 78, 96, 78
96, 78, 94, 80
94, 80, 94, 82
94, 82, 95, 83
95, 83, 95, 87
95, 87, 96, 88
96, 88, 95, 89
95, 89, 93, 89
93, 89, 92, 90
92, 90, 91, 89
91, 89, 88, 89
88, 89, 87, 88
87, 88, 87, 87
87, 87, 86, 86
86, 86, 87, 85
87, 85, 86, 84
86, 84, 87, 83
87, 83, 87, 78
87, 78, 85, 75
85, 75, 85, 73
85, 73, 84, 72
84, 72, 84, 71
84, 71, 82, 69
82, 69, 83, 70
83, 70, 83, 71
83, 71, 85, 74
85, 74, 85, 76
85, 76, 87, 79
87, 79, 87, 83
87, 83, 84, 85
84, 85, 82, 83
82, 83, 81, 83
81, 83, 80, 82
80, 82, 79, 82
79, 82, 77, 80
77, 80, 76, 80
76, 80, 76, 82
76, 82, 78, 84
78, 84, 79, 84
79, 84, 78, 84
78, 84, 76, 82
76, 82, 76, 81
76, 81, 77, 80
77, 80, 79, 82
79, 82, 80, 82
80, 82, 81, 83
81, 83, 82, 83
82, 83, 83, 84
83, 84, 83, 85
83, 85, 84, 85
84, 85, 85, 86
85, 86, 86, 86
86, 86, 88, 89
88, 89, 91, 89
91, 89, 92, 90
92, 90, 92, 91
92, 91, 91, 92
91, 92, 91, 93
91, 93, 94, 93
94, 93, 95, 92
95, 92, 97, 92
97, 92, 105, 84
105, 84, 106, 84
106, 84, 107, 83
107, 83, 108, 83
108, 83, 111, 81
111, 81, 111, 80
111, 80, 110, 79
110, 79, 109, 80
109, 80, 110, 79
110, 79, 111, 80
111, 80, 111, 81
111, 81, 110, 82
110, 82, 109, 82
109, 82, 108, 83
108, 83, 106, 83
106, 83, 102, 87
102, 87, 101, 87
101, 87, 100, 88
100, 88, 99, 87
99, 87, 99, 86
99, 86, 100, 85
100, 85, 101, 85
101, 85, 104, 82
104, 82, 103, 83
103, 83, 102, 83
102, 83, 97, 88
97, 88, 96, 88
96, 88, 95, 87
95, 87, 95, 83
95, 83, 94, 82
94, 82, 94, 81
94, 81, 99, 76
99, 76, 99, 75
99, 75, 100, 74
100, 74, 100, 73
100, 73, 101, 72
101, 72, 101, 71
101, 71, 103, 68
103, 68, 103, 66
103, 66, 103, 67
103, 67, 102, 68
102, 68, 100, 68
100, 68, 99, 67
99, 67, 100, 66
100, 66, 100, 61
100, 61, 99, 60
99, 60, 99, 59
99, 59, 98, 59
98, 59, 97, 58
97, 58, 97, 56
97, 56, 98, 55
98, 55, 97, 54
97, 54, 98, 53
98, 53, 100, 53
100, 53, 101, 52
101, 52, 103, 52
103, 52, 104, 51
104, 51, 105, 51
105, 51, 106, 52
106, 52, 107, 52
107, 52, 108, 51
108, 51, 109, 52
109, 52, 112, 52
112, 52, 113, 53
113, 53, 114, 53
114, 53, 116, 55
116, 55, 117, 55
117, 55, 120, 58
120, 58, 120, 59
120, 59, 121, 59
121, 59, 120, 58
120, 58, 120, 57
120, 57, 118, 55
118, 55, 117, 55
117, 55, 115, 53
115, 53, 114, 53
114, 53, 113, 52
113, 52, 109, 52
109, 52, 108, 51
108, 51, 107, 52
107, 52, 106, 52
106, 52, 105, 51
105, 51, 104, 51
104, 51, 103, 52
103, 52, 100, 52
100, 52, 97, 54
97, 54, 86, 54
86, 54, 83, 52
83, 52, 78, 52
78, 52, 77, 51
77, 51, 76, 52
76, 52, 75, 51
75, 51, 74, 51
74, 51, 73, 52
73, 52, 71, 52
71, 52, 70, 53
70, 53, 68, 53
68, 53, 67, 54
67, 54, 66, 54
66, 54, 64, 56
64, 56, 63, 56
63, 56, 61, 58
61, 58, 61, 59
61, 59, 60, 60
60, 60, 60, 62
